Sim_num	Dist	Asc_NAF	Asc_NEU	Asc_NCHB	daf	Log10_NAF	Log10_NEU	Log10_NCHB	NEU_AS	TEU_AS	TAF	LinearCombination_0	LinearCombination_1	LinearCombination_2	LinearCombination_3	LinearCombination_4	LinearCombination_5	LinearCombination_6	LinearCombination_7
701452	1.31015	5	14	5	0.0951831	4.61521	4.12447	3.5934	2090	1337	1666	-7.90031	-7.3041	1.70627	1.29241	-4.39419	0.615297	0.732392	2.32118
702053	1.08789	2	18	13	0.0934114	4.85372	4.7923	3.88627	4161	1348	3290	-5.98295	-9.43378	-2.19176	-1.05771	-2.1727	-0.68834	0.666158	2.42666
703475	0.766131	2	17	18	0.0827837	4.88728	4.3809	3.45969	2843	1043	1915	-7.15717	-6.39047	-1.09977	0.346645	-4.67873	0.568601	-0.463065	2.52597
704091	1.20202	10	7	15	0.0791756	4.83099	4.24492	3.75404	4564	1488	3237	-7.75347	-4.91238	0.695563	0.629393	-2.21114	-1.65876	-0.935758	2.39383
705195	0.846609	7	5	20	0.0808845	4.85586	4.34514	3.61225	2127	1268	1965	-9.55799	-5.19908	-0.595712	0.582669	-2.88699	-1.33292	-1.07829	2.06744
708037	1.33755	11	15	13	0.0838734	4.64236	4.32775	3.85071	2895	1544	2230	-8.54631	-7.36897	1.59922	0.653514	-2.20545	-0.0761025	0.978972	1.7277
710387	1.06126	9	11	15	0.0996198	4.77007	4.26729	3.5605	4055	1227	2477	-11.5515	-4.77283	-1.75406	0.265771	-3.9608	-1.35583	0.713893	1.70375
713612	1.35209	8	3	18	0.0777012	4.46535	4.61825	3.7336	3449	1573	3455	-5.26634	-4.39602	-1.10638	0.97932	-2.55475	-1.5764	1.66807	1.71886
720496	1.18347	5	15	9	0.0805514	4.70318	4.51857	3.84948	4870	1443	3671	-8.75436	-6.484	-1.84706	0.527416	-2.13039	-2.8251	0.0461264	1.89094
724083	1.21741	5	9	14	0.0937339	4.44969	4.35176	3.30103	4390	761	2760	-3.74432	-5.52012	-1.95799	-0.0519289	-4.52317	0.96887	-0.101228	1.57374
726633	1.12431	6	15	16	0.0682663	4.78455	4.51871	3.77945	2730	1288	2893	-6.07828	-4.16701	-1.91459	0.59634	-2.11716	-0.84715	-0.896575	2.07715
729206	1.10047	7	15	16	0.0864498	4.68133	3.9635	3.69949	4393	1010	2720	-5.56162	-6.45587	-0.240224	-1.07008	-1.76601	-0.323957	-0.719784	2.37584
732955	1.34154	3	19	10	0.0898539	4.58741	4.28652	3.63073	4406	1585	2867	-7.7331	-5.47917	-0.168569	1.74924	-4.28115	-2.54647	-1.09526	1.43401
737193	1.06633	3	10	2	0.0928717	4.60518	4.10058	3.68205	3825	1274	2666	-7.65351	-5.02437	-0.102011	0.953056	-3.28591	0.0106694	0.596416	1.07203
737738	0.45332	7	15	15	0.0992164	4.54669	4.66832	3.55907	4505	1219	2955	-5.22409	-6.46645	-1.11607	1.04431	-4.06743	-0.23694	0.364117	2.64978
742190	1.01833	4	8	12	0.0977067	4.62529	4.45912	3.81365	4713	1560	3498	-7.04816	-7.65265	-1.91506	-1.01973	-2.96542	-1.46067	1.39838	2.49137
743010	1.32031	6	12	12	0.0891001	4.13341	4.77445	3.67219	2747	1331	2660	1.04178	-7.0028	-0.721418	-0.354031	-3.35697	-0.00554177	0.169107	2.04073
748739	0.995302	2	11	4	0.0911193	4.41886	4.95895	3.79768	4373	1412	2722	-2.64393	-9.11094	0.848619	1.83852	-2.81479	-0.640734	-0.200152	1.91518
750771	0.632752	10	18	20	0.0710609	4.62859	4.46183	3.68904	4358	1410	3043	-5.44376	-6.26955	-0.250102	1.2967	-3.26633	-1.2717	0.366798	1.17526
751177	1.26785	2	10	4	0.0704753	4.30771	4.57566	3.52035	4609	944	3019	-2.09769	-6.36745	-1.65605	0.917293	-3.07806	-1.29163	-0.387842	0.95722
752720	1.16354	5	17	19	0.0983566	4.85967	4.72698	3.48487	3376	1089	1863	-12.9995	-6.79597	-1.80451	0.63458	-4.65103	-1.16319	0.564608	2.1247
753512	1.26247	7	6	13	0.0828065	4.86847	4.32311	3.42308	3892	1200	2476	-9.96208	-3.38977	-1.17303	1.92579	-4.83502	-0.872158	-0.131388	2.24662
753532	0.6372	4	9	14	0.0859341	4.82941	4.66197	3.69504	3578	1366	2725	-10.6016	-6.47504	-0.975223	0.768876	-2.96856	-0.967317	0.252123	1.52514
753839	1.26841	2	15	14	0.0961774	4.34547	4.90455	3.64875	1573	1495	2366	0.389429	-6.87777	-1.44814	-0.368329	-3.63127	0.206547	-0.110526	2.21082
755821	0.746299	4	20	2	0.097372	4.50176	4.40536	4.0128	3804	1529	3538	-4.60487	-7.11864	-2.24668	-0.487301	-2.24778	-1.09846	-0.0921684	2.39613
760474	1.31734	3	15	16	0.0734703	4.98646	4.84165	3.45576	4626	1267	2838	-7.67898	-4.88554	0.319395	2.81177	-4.63465	-0.16157	-0.386494	1.51065
760798	1.35499	4	19	8	0.0904239	4.51117	4.80735	3.59218	3528	1220	3728	-1.54184	-4.95906	-2.65824	0.534661	-3.70071	-1.14061	-0.48305	2.69146
761746	0.810132	6	15	2	0.0962731	4.40545	4.16917	3.65128	4856	1205	3181	-5.56835	-5.08062	-0.805365	0.412716	-3.36751	-0.0229561	1.30491	1.72707
761804	1.31325	3	10	13	0.0940183	4.83994	4.94588	3.48101	3602	1262	1948	-9.78524	-6.43079	0.625381	2.6384	-5.01587	-1.03314	-0.475489	1.54739
763916	1.3459	10	20	8	0.0884447	4.43827	4.19995	3.53007	4537	864	3259	-3.70869	-4.86196	-2.51274	0.0102641	-3.00384	0.527746	0.321981	2.62571
765889	1.3998	5	9	10	0.0834619	4.67368	4.15812	3.35372	4635	990	2033	-7.82124	-5.84733	0.468946	1.02992	-5.5955	1.02464	0.183384	1.85916
765958	1.38485	6	20	7	0.0731573	4.38358	4.80486	3.58692	4696	1394	2996	-2.10013	-6.60641	0.676918	2.55105	-3.93614	-0.493877	-0.51562	1.35661
767530	1.02179	7	12	11	0.0806426	4.65939	4.2257	3.3753	4645	742	2666	-5.50845	-4.29008	-1.08953	1.0858	-3.77092	0.450233	-0.22098	1.35129
769967	1.31058	7	2	17	0.0952526	4.57321	4.62769	3.40739	4359	1139	3571	-5.80531	-3.46891	-3.04723	-0.0318436	-4.79417	-0.465627	0.489401	1.84688
774519	1.18138	4	19	3	0.0895579	4.60336	4.96335	3.95207	4485	1188	3203	-7.36167	-8.15586	-1.94198	0.581759	-1.76212	-0.401507	1.08657	1.51587
774597	1.37775	2	10	16	0.0779895	4.87318	4.35096	3.28012	4915	723	2067	-10.5023	-5.75797	-1.41429	1.25983	-4.77542	-0.52469	-1.15911	1.30494
775017	1.11282	5	19	12	0.0924659	4.89725	4.25737	3.67015	3419	1011	2221	-11.6837	-6.44163	-2.03948	-0.0285774	-2.31711	-0.740236	-0.332601	1.86731
775136	0.497691	8	12	16	0.0992146	4.60107	4.73038	3.59262	4530	1305	2655	-9.8771	-6.36569	-1.00831	1.15143	-3.97223	-1.65946	0.454941	1.75814
776827	0.591745	3	20	18	0.0868801	4.50266	4.43246	3.60325	3879	1534	2565	-3.61851	-8.10618	0.837617	0.578239	-4.2259	-0.267039	-0.08276	2.37279
777883	1.34035	9	14	18	0.0958836	4.68864	4.80464	3.66238	4643	877	3067	-5.51718	-7.13202	-1.3929	0.935535	-1.71529	-0.713427	-1.2805	2.63099
780336	1.06903	7	12	16	0.0626159	4.7839	4.95786	3.70723	2851	1332	2700	-7.79882	-5.0954	-1.2873	1.55613	-2.7802	-0.750585	0.434951	1.06783
780811	0.904119	12	16	11	0.0880831	4.74108	4.81285	3.70893	3303	1123	2490	-9.22275	-6.39252	-1.05901	1.43327	-2.24487	0.231811	0.457735	1.94999
783035	1.28008	10	14	4	0.0808212	4.56992	4.94048	3.69601	3808	1089	2955	-4.30593	-5.885	-0.577503	1.42635	-2.03134	0.836807	0.365306	2.29981
783606	1.08493	4	15	4	0.095714	4.82508	4.79589	3.46	3424	1038	1957	-7.05389	-6.77037	-0.227463	2.23118	-4.69554	0.864418	0.0398261	2.34298
786106	1.14776	4	6	18	0.0903738	4.7109	4.51109	3.6816	3617	1528	2609	-4.59489	-7.74438	0.935459	-0.121178	-3.48346	0.55601	1.13423	2.46709
786132	1.36554	12	14	12	0.0982921	4.76921	4.39072	3.49845	4789	939	2485	-5.47107	-6.59222	0.0221184	0.972626	-3.41511	0.740815	-1.07721	2.87068
786488	0.603365	4	14	15	0.088862	4.72415	4.58545	3.5231	4076	1100	3175	-2.69079	-5.74289	-1.29817	0.544148	-3.68634	-0.394881	-0.0875135	1.50894
788974	1.00622	7	20	14	0.0786367	4.65705	4.82765	3.58704	1678	1412	1851	-9.39614	-7.30133	-0.112494	1.77887	-4.22808	0.0848917	0.200097	1.18145
789845	0.808028	3	8	16	0.0946893	4.91122	4.54264	3.77078	3172	1127	2277	-6.65019	-8.42367	-0.630179	-0.793754	-2.32781	0.495997	0.179132	2.0039
790930	1.30036	2	6	20	0.0959326	4.90656	4.72474	3.44373	3146	1423	2170	-12.1069	-5.45831	-1.18987	1.35393	-5.16451	-1.67685	-0.445244	1.8683
795955	1.19969	11	17	20	0.0860933	4.87117	4.89383	3.73608	4462	988	2780	-10.5389	-8.0395	-1.703	0.119395	-1.79334	-0.0227207	0.601546	1.99874
798606	1.1579	17	20	16	0.0898507	4.6415	4.44534	3.75846	2232	1113	1972	-9.40651	-5.46998	-0.641884	1.13396	-1.62496	-0.537945	0.068623	1.52339
800724	1.01249	8	14	13	0.0872673	4.8653	4.79451	3.54851	4739	1314	3123	-10.1445	-5.06303	-2.2725	1.51117	-4.60449	-1.54944	0.545515	2.03595
801745	1.06249	17	17	16	0.0847663	4.64647	4.35944	3.99546	3914	1409	2801	-7.32305	-7.28883	0.636094	0.371703	-1.46458	-0.445886	0.694165	2.122
803486	1.10608	7	5	19	0.0786602	4.54734	4.93698	3.3668	4708	704	2878	-5.68501	-5.29211	-2.25888	0.846429	-3.12998	-0.3883	-0.464021	1.05682
805457	1.33861	5	20	19	0.0698241	4.60806	4.4748	3.49485	4569	1388	3468	-6.7645	-4.05195	-2.51586	1.03246	-4.89674	-1.68756	0.717733	1.34857
809226	0.983513	7	18	2	0.080824	4.6222	4.41197	3.87864	4838	1574	3896	-5.20628	-5.4613	-1.36075	1.31646	-2.85409	-2.60945	0.791881	2.23534
809696	1.21903	4	19	7	0.0741267	4.88779	4.16071	3.9287	4553	1332	3126	-10.062	-6.50676	-0.816993	-0.346746	-1.71218	-1.8021	-0.310411	1.48927
810989	1.33153	8	19	8	0.0871229	4.47975	4.59187	3.91212	4065	1047	2328	-7.27784	-9.76757	-0.629404	0.214018	-1.31716	-0.154399	0.68626	1.63004
813819	1.37599	7	12	20	0.0834457	4.84379	4.31027	3.38274	3187	1122	2471	-6.62368	-4.37127	-1.20837	0.600496	-5.13809	1.17221	-0.167512	1.837
814650	0.886486	10	20	15	0.0779652	4.52116	4.18602	3.76708	4247	1564	3282	-4.15491	-5.73334	0.711282	0.686158	-3.18182	-0.874666	-0.42373	1.20399
816182	1.19792	11	13	16	0.0949542	4.69632	4.38234	3.48629	2339	1131	2177	-8.77592	-3.55001	-1.62628	1.35464	-3.62083	0.275485	-0.31671	1.62136
816287	1.09681	11	15	15	0.0896541	4.48169	4.87279	3.37273	4789	722	2739	-4.55125	-6.11409	-1.33878	1.62839	-3.66767	0.722097	-0.179625	1.27598
819085	1.37433	8	14	8	0.0838321	4.95958	4.46541	3.5753	4104	1199	2558	-8.38548	-5.39573	0.504315	2.03281	-3.5641	0.643902	0.923667	1.53428
820627	0.95577	5	6	17	0.0751431	4.40907	4.90942	3.67688	4841	1346	2565	-6.46595	-8.75073	-0.133129	0.44344	-3.11949	-1.0619	0.349441	0.844778
823485	0.725668	3	17	15	0.0609827	4.72826	4.72158	3.62055	2735	1599	3130	-6.70487	-4.52192	-1.9435	1.64342	-4.36948	-0.914692	0.000603917	1.60379
825920	1.26772	8	8	9	0.0953709	4.65782	4.87509	3.52763	4190	1377	3191	-7.74173	-4.5944	-1.74854	1.70555	-4.79111	-0.568304	1.50651	1.90027
827628	0.700925	3	14	19	0.0760692	4.72741	4.81347	3.57124	4363	1368	3350	-6.41414	-5.44039	-1.05423	1.3549	-3.62509	-1.75143	-0.934943	1.57934
831989	1.35471	11	15	20	0.0939096	4.87291	4.32488	3.71265	2649	1454	2136	-13.0731	-6.20224	0.194824	0.722836	-3.08597	-1.1686	0.371173	1.38127
836760	1.38623	7	6	14	0.0742988	4.83325	4.89621	3.44576	4116	922	3283	-4.20689	-3.99787	-2.59422	0.795917	-3.68783	0.525171	0.889627	2.08223
836850	0.73476	4	15	19	0.0848293	4.4488	4.84855	3.79505	3164	1519	3250	-3.36297	-7.92511	-2.14218	-0.197065	-2.94807	-1.47892	0.92172	1.86033
838102	0.730928	20	18	17	0.0993383	4.7359	4.85019	3.62798	4514	1121	2325	-10.033	-7.27937	-0.135623	1.78996	-3.20593	-0.567626	0.381491	2.52935
843086	0.7624	4	19	17	0.0772094	4.9309	3.92474	3.71883	4363	1480	2878	-9.29824	-5.19786	-0.265708	-1.60433	-3.34109	-1.05154	-0.123302	2.05441
845911	1.2106	3	16	11	0.0840766	4.7521	4.26677	3.65447	4471	1328	3242	-5.35616	-6.27319	-1.26147	0.137628	-3.40963	-2.02641	-1.76664	2.34702
850298	1.07889	7	19	6	0.0712451	4.76603	4.25708	3.97063	3330	1468	3185	-5.88218	-5.84189	-0.660445	-0.131495	-1.46545	-0.291967	0.0639873	2.57796
855929	1.30093	14	13	11	0.0978391	4.47327	4.95879	3.58252	3619	818	2176	-7.01526	-6.63916	-0.566813	1.73358	-2.25248	0.762697	-0.176513	1.31286
856450	0.853812	7	19	17	0.0857585	4.57831	4.54792	3.91487	4476	1532	3431	-5.70968	-7.7146	-0.863397	-0.173588	-1.87955	-1.80671	-0.263962	2.60127
857115	0.711713	2	9	2	0.0939422	4.85596	4.62549	3.72673	2570	1245	2063	-10.264	-7.27997	-0.582237	1.07855	-2.86865	0.0099503	0.624087	2.17261
864752	1.01736	4	13	15	0.0628878	4.85128	4.26839	3.73672	3090	1370	2365	-8.66135	-6.49082	0.519029	0.308075	-3.26127	-0.122497	0.962128	1.19546
865611	1.10619	6	12	20	0.0870121	4.90462	3.95789	3.36605	3370	877	1991	-7.88847	-4.41148	-0.408072	-0.142303	-4.05359	0.89989	-0.559662	1.81566
865955	0.788708	4	7	14	0.0917514	4.45045	4.44532	3.79491	4494	1267	3287	-4.36327	-7.54948	-1.92653	-0.979523	-2.3009	-1.46783	-0.12467	2.36449
869517	1.29067	5	5	19	0.0922459	4.40466	4.70422	3.57784	1995	1370	2303	-1.16653	-6.31633	-1.33037	-0.61246	-3.92844	-0.0816575	-0.245057	2.90279
870557	1.28499	7	19	10	0.0805991	4.71141	4.56666	3.62583	2893	1440	3099	-4.05747	-3.72957	-0.962501	2.11447	-3.58852	-0.756613	-1.08812	2.3209
876091	0.978754	3	12	11	0.0915714	4.30387	4.57525	3.52349	3733	1361	2295	-1.79971	-7.81952	0.661102	0.680074	-4.44906	0.307106	0.463535	2.04996
878296	1.28241	15	20	9	0.0925726	4.80373	4.46444	3.80462	4741	1337	2794	-11.9281	-6.29723	0.0179158	1.58403	-2.30336	-1.3842	0.750878	2.05956
878545	1.32354	12	10	19	0.0969745	4.51872	4.19504	3.74257	4760	1343	3582	-0.969142	-5.59416	0.0680929	-0.552813	-2.01276	-0.440624	0.327815	2.15117
878695	1.2996	14	8	15	0.0904612	4.90996	4.75875	3.58184	3348	1484	2287	-10.7903	-5.7653	0.333744	2.33185	-4.5016	-1.50216	-0.659522	2.4549
879192	1.1189	9	19	18	0.0867368	4.67631	4.6219	3.89977	3258	1250	2740	-4.50688	-7.48151	-0.845289	0.213501	-1.32684	0.00122611	-0.519643	2.03269
881287	0.772547	10	14	15	0.0928273	4.68002	4.17011	3.84825	1776	1484	2025	-8.34245	-6.62079	0.478068	-0.485605	-1.97119	-0.598571	0.131195	1.92225
882766	1.30125	10	12	13	0.0906829	4.77071	3.99476	3.54208	3820	939	1866	-10.829	-6.13341	0.116837	-0.0607393	-2.80031	0.294232	0.4786	1.24856
884128	1.3647	9	7	10	0.0969635	4.61101	4.53559	3.47582	3838	1175	2970	-7.78986	-2.80296	-2.00579	1.61239	-4.20035	-0.116877	0.660606	1.76073
885941	1.10379	3	15	13	0.0977827	4.78544	4.61628	3.45697	3392	1128	1803	-12.6677	-7.02404	-0.893808	1.29901	-4.69474	-0.749124	0.284098	1.58365
887324	0.806734	3	13	13	0.0724248	4.58553	4.55354	3.68377	2983	1329	2971	-8.12173	-5.34554	-2.81582	-0.227989	-3.51519	-0.862737	0.530101	1.60366
887831	1.15486	6	6	15	0.0979399	4.91608	4.20123	3.66276	4044	1413	3132	-7.82428	-4.69621	-1.54451	-0.969536	-3.38461	-0.716595	1.49024	1.63557
888421	1.11425	2	20	9	0.0751048	4.40768	4.42938	3.63367	4173	1584	3516	-4.44862	-5.98135	-1.84334	1.53832	-4.61468	-2.50731	-0.707057	1.5742
893382	1.34385	3	8	18	0.0921684	4.64773	3.90048	3.44793	3821	1489	2384	-7.26812	-2.97286	0.118818	-0.917894	-5.02398	-0.9302	-0.757235	1.82543
904260	1.36919	2	8	5	0.0942366	4.34136	4.35474	3.7824	3504	1534	3223	0.869662	-7.15968	-1.69945	-0.844893	-3.30857	-0.343453	0.256415	2.11422
905883	1.10043	4	18	9	0.0745273	4.53345	4.73566	3.79893	2936	1582	2589	-2.86711	-8.52802	0.928195	0.842614	-2.96292	0.398565	-0.52857	2.26599
907265	1.3731	15	19	7	0.0962816	4.92343	4.59414	3.7237	3637	1478	3098	-8.6083	-3.8732	0.272433	2.60025	-2.93239	-0.0785316	0.205973	2.26317
912906	1.02671	19	13	13	0.0902926	4.60746	4.64876	3.75251	4473	1293	2769	-8.11018	-6.36598	0.557856	1.67603	-1.8823	-0.587179	0.606607	2.26356
913123	0.684563	7	16	7	0.0948528	4.69304	4.72094	3.7732	3900	1401	3448	-6.02921	-5.82127	-1.40079	1.4704	-2.35285	-1.60412	-0.325464	2.35962
917174	1.33547	14	14	14	0.0835129	4.82526	4.46459	3.67843	4704	960	2383	-9.26345	-5.89716	0.411235	2.06698	-1.76638	-0.228375	-0.2321	1.746
917179	0.648543	8	11	9	0.0767335	4.61576	4.47878	3.62428	4642	1190	2362	-7.31941	-7.35153	0.545879	1.66269	-3.27244	-0.477048	0.320446	1.38075
917801	1.10366	6	8	18	0.0952508	4.92347	4.37798	3.67761	4441	1509	2370	-10.0955	-8.58632	0.601956	-0.579985	-3.62189	-0.0904063	0.96885	2.59285
921771	1.28322	2	4	18	0.0916973	4.38555	4.34988	3.47799	4768	1257	2503	-1.9933	-7.45473	0.538091	-1.68152	-4.16595	0.313088	0.521753	1.82303
925544	0.993663	9	18	19	0.0945132	4.90007	4.39386	3.72689	4223	1379	2671	-11.9182	-6.77976	-1.08856	0.0804478	-3.23256	-1.05432	1.17101	2.10081
928479	1.23766	4	6	19	0.0873052	4.88869	4.48786	3.43823	3963	956	2780	-9.00852	-5.10341	-2.88241	-0.203751	-3.88636	-0.617364	-0.746958	2.70243
928557	1.21941	3	3	17	0.0970711	4.31852	4.70451	3.81358	4224	1522	2818	-2.64821	-9.55922	0.264287	-1.23362	-2.15307	-1.25854	0.501096	1.82708
928638	1.17587	11	18	19	0.0931631	4.917	4.81796	3.7947	3570	1332	3332	-6.00725	-6.16164	-2.8577	0.21096	-2.9275	-0.817365	1.48208	1.6128
929568	0.915545	6	16	18	0.0932341	4.48287	4.36831	3.79	3727	1263	3296	-6.28525	-5.80446	-2.7964	-0.637362	-2.4549	-1.6419	0.281675	1.83067
937834	1.3322	12	18	8	0.0972824	4.42424	4.41137	3.53567	4512	1267	3441	-2.82756	-4.58454	-0.734191	1.52205	-4.3084	0.529894	1.03277	2.28335
939209	1.07828	2	5	16	0.0849195	4.56101	4.52256	3.45163	3708	1260	2558	-6.6375	-4.54135	-1.00802	1.35063	-4.39907	-1.68937	-0.955576	1.29779
939757	0.764097	19	19	15	0.0860729	4.78864	4.39303	3.73392	3854	1567	3067	-9.55023	-4.72171	-0.115534	1.36058	-3.2085	-0.293185	0.447494	1.8224
940089	1.33036	3	12	10	0.0827802	4.63254	3.88519	3.57898	2987	1583	2544	-6.98168	-3.36491	-0.882501	-1.4895	-4.89843	-0.534302	0.257294	2.63541
942122	1.24388	8	9	13	0.0733336	4.67984	4.77164	3.41212	4993	884	3021	-1.91664	-5.31593	-0.362966	1.01146	-3.64686	0.846899	0.00515284	1.59108
943438	0.87563	5	14	16	0.0871256	4.5351	4.63403	3.63568	3605	948	2170	-5.42066	-9.33147	-0.913273	-0.559655	-2.44151	0.51461	0.327301	2.17508
944923	1.30863	15	7	17	0.0885759	4.78198	4.3994	3.75808	3798	1337	2579	-10.6521	-5.54452	0.377138	1.15707	-2.27465	-0.948291	0.0640609	1.23348
945328	1.33083	11	5	14	0.0936673	4.93109	4.29035	3.52101	4637	1286	2415	-7.00711	-5.60321	2.13874	1.50558	-3.68177	-0.0203102	-0.679367	1.85447
946679	0.994693	3	20	3	0.0913396	4.38764	4.08732	3.59934	4410	1156	2460	-3.75473	-7.18654	0.32292	0.840353	-3.79558	0.0548954	-0.584711	1.12206
948194	0.847515	5	19	15	0.0618932	4.85569	4.62999	3.72255	2938	1446	2423	-6.9979	-7.16326	0.885831	1.97769	-3.18538	-0.0542208	-0.120211	1.49624
950771	0.394878	11	10	20	0.0902205	4.86354	4.9238	3.60358	4697	1571	3061	-7.55945	-6.47857	-0.565383	1.56314	-4.42046	-1.31016	0.281457	1.5501
953361	0.813322	8	16	17	0.0996489	4.47406	4.32465	3.57241	2707	1409	2230	-8.40225	-6.53976	-1.37675	-0.151276	-4.59223	-0.0701066	1.33787	1.82994
953911	1.19506	12	6	15	0.0755235	4.81856	4.12717	3.72049	2885	1555	2428	-8.30178	-4.19549	1.33634	0.672672	-2.34833	-1.08736	-0.263517	2.25312
953992	0.769595	8	17	17	0.0824241	4.68987	4.3377	3.72754	3692	1332	3263	-7.93902	-4.78722	-2.27529	0.0233321	-2.69382	-1.69948	0.163358	2.04791
954196	1.24368	2	17	8	0.0912643	4.59916	4.94798	3.63043	4256	977	2131	-4.33381	-9.31137	0.783182	1.37126	-2.74797	0.676855	-0.439478	1.70579
954339	1.31535	9	12	17	0.0970101	4.7704	4.24854	3.62859	4631	1598	3561	-4.23948	-4.26828	-1.43164	-0.0346281	-4.04224	-1.27512	1.76737	2.35158
954742	0.787968	11	9	19	0.0878911	4.29946	4.51472	3.4501	4499	953	2956	-2.30535	-5.86258	-1.74192	0.260132	-4.01006	0.140627	0.59601	1.91499
955141	1.29374	3	9	5	0.0799392	4.52372	4.78946	3.83967	3865	1307	2819	-6.10396	-7.19547	0.060398	0.76896	-1.68359	-0.442112	1.08356	1.25829
959195	1.15161	12	17	7	0.0856648	4.59098	4.96235	3.81697	2618	1489	2663	-9.06412	-5.67467	-1.10446	1.25028	-2.25868	-0.581272	1.40513	1.78174
961083	1.20836	6	9	17	0.0827282	4.72889	4.92863	3.42959	4958	1150	2665	-7.13171	-6.0608	0.282754	1.7799	-4.9094	0.170009	-0.353026	1.14296
962490	0.881017	7	8	19	0.0633383	4.72406	4.68714	3.83276	3314	1460	2799	-9.0379	-5.76558	-0.693177	1.16846	-2.17896	-1.55381	0.26247	1.45025
963693	1.36889	7	16	7	0.0963659	4.18424	4.3831	3.56832	4858	1094	3187	-0.276241	-6.36924	-0.676413	0.991595	-3.45924	0.176742	0.108651	1.24821
964864	1.06956	6	8	12	0.0983272	4.46204	4.31838	3.7165	3737	1364	2278	-3.49483	-8.19272	1.6314	-0.0761582	-2.65887	-0.338958	-0.541562	1.97916
965275	0.391626	4	6	14	0.0893203	4.69522	4.48077	3.60574	2634	1488	2339	-8.52085	-6.43459	-1.4997	-0.360696	-4.24326	-0.769057	0.766112	2.15184
968207	1.38284	3	3	13	0.0876843	4.68277	4.46932	3.69117	3936	998	3393	-4.86097	-5.18293	-2.61981	-0.555009	-1.60794	-0.919463	-0.535726	1.78323
969399	1.24321	10	7	19	0.0934269	4.86518	4.46648	3.51242	2785	1295	2227	-11.7612	-4.2124	-1.76274	1.17901	-4.2768	-0.631726	0.592094	1.8035
973838	1.28217	13	20	13	0.0755388	4.60885	4.12123	3.48615	4863	779	3432	-3.96706	-3.87967	-1.49132	0.608067	-2.41614	0.61171	0.038775	1.93548
975640	0.789892	15	15	20	0.0997839	4.55388	4.0445	3.66389	4345	1277	3130	-4.11105	-5.35493	-0.0111869	-0.85284	-3.09402	0.237203	0.234639	2.29128
976797	1.38838	9	15	8	0.0986791	4.71451	4.08196	3.75565	4326	980	2174	-6.11262	-8.85327	0.341842	-0.423111	-1.97114	0.953144	0.144088	2.42554
979425	1.08781	6	19	7	0.0867397	4.77239	4.10951	3.59207	2328	1354	2227	-7.55321	-3.81608	0.0139454	1.54894	-3.93286	0.24324	-0.0150755	1.47059
981208	0.481879	5	19	3	0.0937086	4.744	4.44624	3.80325	4451	1139	3094	-6.30132	-7.58378	-1.75322	0.313319	-2.43034	-0.618784	0.71095	1.85522
984278	0.567845	4	16	11	0.0729831	4.72358	4.69979	3.56419	4802	1267	3281	-3.8076	-6.31857	-0.138095	1.30015	-4.00225	-0.275434	0.22245	2.60467
984900	0.611617	11	13	17	0.0821675	4.97257	4.87061	3.64217	4814	1557	3546	-6.52878	-5.40275	-0.626999	1.90704	-3.46281	-1.66434	0.0623451	2.5517
987020	0.982602	12	19	7	0.0883289	4.96423	4.69672	3.57183	3929	1070	3041	-8.52215	-4.51319	-1.63906	1.97753	-3.39171	0.260508	0.0908614	1.90568
989397	1.34579	10	20	18	0.0723602	4.36955	4.88364	3.51415	4969	1253	3585	-0.699267	-5.9754	-1.25427	1.2433	-4.37418	-1.4492	-0.356194	1.15308
990074	0.937154	2	13	3	0.096772	4.36832	4.86674	3.70544	3913	1065	2756	-3.67018	-8.01007	-1.66126	0.765658	-2.45681	-0.0878877	0.12751	1.26145
991841	1.22698	6	15	10	0.0944746	4.32799	4.6461	3.88173	4224	1289	2958	-2.33391	-8.83343	-0.304885	0.621617	-1.63635	-0.803999	-0.0629693	1.45338
992326	1.38497	8	19	10	0.08349	4.62354	3.96577	3.7102	4310	1304	2466	-11.0171	-5.01238	0.155842	0.11897	-2.86142	-1.75784	-0.205665	1.13079
995556	1.13109	2	9	13	0.0899279	4.79592	4.21461	3.68904	4990	827	2782	-9.23958	-7.69592	-1.72404	-0.963292	-2.02173	0.0317539	0.264578	1.55201
1000259	1.10221	4	5	7	0.0649221	4.83542	4.02407	3.51772	3139	1264	2402	-8.86486	-2.59352	-0.247201	0.544352	-3.51499	-0.25607	0.206537	1.85112
