Sim_num	Dist	Asc_NAF	Asc_NEU	Asc_NCHB	daf	Log10_NAF	Log10_NEU	Log10_NCHB	NEU_AS	TEU_AS	TAF	LinearCombination_0	LinearCombination_1	LinearCombination_2	LinearCombination_3	LinearCombination_4	LinearCombination_5	LinearCombination_6	LinearCombination_7
410909	0.45268	2	3	13	0.0854827	4.9728	4.56484	3.51242	4870	1041	2692	-7.5713	-6.27781	0.0692838	0.567339	-3.32646	0.134627	-0.116918	1.64921
412679	1.02602	8	20	10	0.0859263	4.54362	4.98568	3.66567	4713	1293	3429	-7.38895	-5.93339	-2.80342	1.15422	-3.81457	-2.13726	0.129725	1.33846
413539	0.925016	4	13	20	0.0803157	4.91963	4.88838	3.73078	2863	1569	2665	-9.68574	-5.68724	-0.745706	1.6269	-3.23291	-1.55808	-0.14608	1.22709
417778	0.729097	4	9	20	0.0879525	4.70093	4.60887	3.71223	2306	1490	2530	-3.59921	-6.66418	-0.0837185	-0.029625	-2.5049	0.0760312	-0.190307	1.62329
418571	1.02981	5	19	9	0.0851911	4.39056	4.60661	3.56937	4592	1380	3001	-1.74	-6.72035	-0.114133	2.03756	-4.46595	-0.716247	-0.27686	1.42832
418706	1.225	6	19	14	0.0904626	4.76669	3.90455	3.79358	4266	1151	3329	-6.74534	-4.9942	-1.5128	-1.93362	-2.35594	-0.825611	-0.361965	1.50669
419018	1.27541	8	11	15	0.0935424	4.76916	3.9645	3.79664	4683	1518	3883	-5.0326	-4.86912	-1.903	-1.85537	-2.6893	-2.10819	0.509554	2.16614
419291	1.17873	15	10	20	0.090909	4.90536	4.45202	3.75542	2883	1430	2224	-13.0703	-6.5923	-0.502069	0.768914	-2.72642	-1.49876	0.51973	1.94855
421926	1.15252	4	6	16	0.0853616	4.87953	4.29724	3.64128	2430	1282	1843	-12.3377	-6.16548	-0.188951	0.259287	-3.05285	-1.86103	-0.663862	1.79367
424708	1.35539	2	8	5	0.0673546	4.81467	3.88513	3.49541	4383	1584	2760	-8.25302	-2.55367	0.0635171	-0.0996365	-5.22197	-0.533874	0.360237	1.78517
425660	0.850331	4	8	12	0.0926047	4.81	4.22943	3.71734	3813	1338	2983	-8.60158	-5.95187	-1.98158	-1.49288	-3.13288	-0.793574	0.43088	2.48027
435085	1.18334	12	4	14	0.0991006	4.84734	4.28076	3.49955	4628	1172	2502	-7.57806	-4.62033	1.22003	1.68575	-3.46182	0.371363	-0.114944	1.76523
435905	1.22888	3	18	17	0.0818563	4.20761	4.63771	3.76365	2957	1543	3114	-1.5565	-9.1135	-2.71082	-1.2952	-3.72456	-0.970357	0.438116	2.11578
436707	1.01931	10	10	19	0.0999297	4.93198	4.57339	3.60938	2157	1192	1756	-11.2246	-6.52419	-0.246594	1.44417	-2.83306	-1.50109	-0.865251	2.1292
438691	1.01973	8	8	14	0.07012	4.93831	4.73071	3.81677	3590	1213	2973	-7.7824	-5.28698	-0.723852	1.09682	-1.62395	-0.413523	-0.0153045	2.43806
439163	1.1082	6	12	12	0.0788961	4.54955	4.95027	3.68806	3057	1072	2018	-7.43214	-7.91415	0.143747	1.3535	-2.16924	-0.168739	-0.375115	1.16582
439494	1.18517	4	17	4	0.0970751	4.52948	3.92096	3.72049	1955	1598	2500	-7.94028	-3.46073	-1.5187	-1.11065	-3.81593	-0.343504	0.668232	1.47995
439620	1.12414	5	16	19	0.0823059	4.75829	4.47939	3.61899	3399	1188	2580	-11.5142	-5.15002	-2.33718	0.685509	-3.34649	-1.72867	0.227073	1.72028
440770	1.08774	7	17	15	0.0984168	4.80716	3.87714	3.47943	3456	991	2170	-8.41154	-3.34214	-0.638457	-0.169752	-3.31902	-0.102912	-0.855594	2.14692
442019	1.27046	16	13	18	0.0720719	4.49624	4.68769	3.71958	4729	1092	3561	-4.05396	-4.95412	-0.571597	1.84774	-1.43071	-1.21144	0.0644766	1.97864
445112	1.04759	7	16	7	0.0815788	4.5962	3.89076	3.80665	4896	1501	2725	-6.0243	-5.03602	1.56825	-0.508883	-2.62872	-0.927559	-0.465803	1.82972
445241	1.34432	6	4	18	0.0789507	4.80271	4.90267	3.50961	3858	1451	2833	-7.08201	-5.09278	-0.685453	1.32889	-5.09688	-0.355177	1.6213	1.47802
445286	1.27571	5	9	20	0.0955242	4.70776	4.86103	3.47828	4602	1050	2161	-11.5466	-7.52974	-1.29442	0.927973	-4.30334	-0.309156	1.13856	1.29576
445573	1.12219	5	16	5	0.0857542	4.53367	4.46998	3.42127	3842	811	1984	-8.2523	-6.2828	-0.480224	2.00357	-3.74297	0.428219	-0.300725	1.1731
448773	1.21299	11	19	12	0.0746257	4.50784	4.50852	3.49471	3884	1381	3450	-3.30785	-3.78795	-1.30066	2.37126	-4.73092	-0.558319	0.123924	2.16714
451038	1.32461	16	18	18	0.0941443	4.43689	3.92241	3.57761	4855	801	2745	-5.78746	-4.9651	-0.697615	-0.399239	-1.86514	-0.113848	-0.598456	1.25391
452554	1.19161	2	11	15	0.0732002	4.44812	3.9729	3.46494	4684	1228	2855	-2.22636	-4.74958	-0.129475	-0.77703	-4.5404	-0.685022	-0.731831	1.4308
452798	0.596569	10	17	20	0.0648979	4.94443	4.49978	3.73312	3258	1299	2946	-6.24063	-4.8497	-1.18767	1.0002	-2.57831	-0.366335	-0.123909	1.74013
455134	1.13495	5	12	10	0.0965944	4.8265	4.41782	3.72304	4236	1457	2755	-11.7645	-5.49304	-0.841268	0.855281	-3.22241	-2.40645	-0.27244	1.93755
456410	0.72194	3	2	12	0.0934178	4.87632	4.59909	3.64217	3176	1540	3278	-7.7512	-3.8971	-1.8958	-0.160318	-3.18621	-1.44158	0.254567	1.99876
459559	1.12159	3	15	13	0.099996	4.83344	3.97685	3.65079	2332	1250	2001	-10.1223	-5.63392	-1.4503	-1.92228	-3.32463	-0.402278	0.0943748	2.47798
460492	1.28204	9	9	13	0.0731742	4.55801	4.2565	3.59028	3355	1494	3368	-2.38178	-2.96917	-0.493615	0.746767	-3.55321	-1.00912	-0.187393	2.63627
460556	1.17249	6	15	8	0.089697	4.84134	4.66055	3.74076	4591	1124	2786	-10.7623	-6.87026	-0.804635	1.5839	-2.0965	-1.23152	-0.283448	1.38738
461514	0.441143	4	13	8	0.0925701	4.35675	4.46919	3.57136	4628	1257	3223	-4.64764	-7.03226	-2.15854	0.42295	-4.24394	-1.00971	0.480797	1.55037
464961	0.957746	4	9	18	0.0961124	4.66394	4.47769	3.51375	3100	1532	2193	-4.08914	-6.82696	1.42886	0.91156	-4.60894	0.0117027	-0.552875	2.24362
470167	0.794888	4	15	15	0.0978217	4.82659	4.20726	3.54888	3301	1047	2238	-6.19391	-6.58439	-1.14525	-0.468153	-3.68021	0.257927	-0.215472	2.88832
471446	0.638827	10	19	5	0.094545	4.9431	4.21091	3.62449	4623	1459	3375	-7.30378	-4.57206	-1.09555	1.03808	-4.08668	-0.311118	0.949915	2.08828
479106	1.01019	4	13	5	0.0989636	4.75737	4.21564	3.59824	1754	1389	1985	-9.207	-5.76112	-1.12607	0.0398796	-4.19359	0.522778	1.13012	2.35279
480461	1.30775	5	4	17	0.0962693	4.22003	4.23785	3.50745	4906	1229	3039	0.0183869	-6.37035	0.0361804	-1.17595	-3.47936	-0.848257	0.161641	1.46778
483027	0.924768	2	16	11	0.08971	4.93419	4.92864	3.67367	3711	1513	3401	-7.65141	-5.98173	-2.57513	0.887424	-3.96738	-1.96462	-1.02958	2.17347
483121	0.748307	2	7	6	0.0741631	4.99144	4.37712	3.51081	4478	1237	2220	-8.86294	-6.40032	0.673241	1.49407	-4.28568	-0.0362255	0.25205	1.5927
485026	0.865895	6	18	9	0.0854931	4.60965	4.58823	3.67797	2767	1571	3116	-7.09477	-3.70013	-1.99769	1.34999	-3.69092	-1.39294	-0.125122	1.62508
487137	0.5399	6	17	15	0.0939171	4.79993	4.48372	3.58838	4190	1157	2695	-10.0367	-5.64485	-1.79092	1.0942	-3.72257	-1.04007	0.0260941	1.87189
490046	1.24367	4	6	13	0.0989444	4.9223	4.56134	3.48897	3419	1420	2056	-12.0729	-6.50697	-1.06863	0.343039	-5.65002	-0.952745	0.508269	2.34969
490292	1.02845	14	13	13	0.0894458	4.79722	4.99519	3.71966	2584	1269	1975	-10.0075	-6.99849	0.499757	2.52771	-2.71661	-0.598033	0.172334	2.11582
494469	0.731868	5	15	10	0.0819099	4.75523	4.62791	3.61521	3523	1585	3082	-3.15468	-5.64398	-0.0829721	1.81826	-4.39164	-0.0790749	-0.0657821	1.99646
496867	1.21552	9	11	12	0.0958388	4.63087	4.26491	3.51891	2063	1109	1769	-9.45285	-5.49399	-0.532255	0.829687	-3.66049	0.81038	-0.128682	1.23354
501086	1.15377	4	5	12	0.0587484	4.92116	4.91158	3.57461	3681	963	2786	-5.14907	-5.41677	-0.766166	1.04746	-2.21866	0.0702196	-1.17452	2.29276
501973	1.33289	3	18	20	0.0824285	4.8205	4.99535	3.98132	3524	1372	2606	-9.21863	-9.35023	-0.35925	0.670127	-1.22579	-1.1187	-0.382246	1.64189
504923	1.09985	14	15	19	0.0883075	4.37354	4.56413	3.6844	4625	1068	3426	-6.67769	-6.03944	-3.02014	0.132502	-2.24743	-1.41818	0.238375	1.43464
505247	0.856087	7	11	17	0.0639152	4.70306	4.9709	3.75732	2405	1355	2646	-6.68259	-5.24817	-0.992656	1.41757	-2.20916	-0.623324	-0.654925	1.60342
506820	1.38807	5	19	3	0.0748102	4.68138	3.98619	3.81757	2773	1558	2906	-3.50282	-4.92402	0.246075	-0.371319	-3.25514	0.868925	0.855694	1.56082
507492	0.807153	8	12	17	0.0947269	4.77585	4.53053	3.63889	4153	1378	3488	-7.78503	-5.06211	-2.96404	0.146694	-3.72038	-1.78318	0.0956656	1.97325
507574	1.37673	9	13	10	0.0886333	4.83556	4.99341	3.49527	4821	1291	3790	-5.06952	-3.38741	-2.03546	2.51072	-4.39066	-1.87653	0.159632	2.06862
509189	1.28582	5	6	17	0.0994024	4.3761	4.37005	3.61395	1862	1586	2444	-3.3607	-4.68744	-0.755756	-0.511307	-4.24027	0.162195	1.43015	1.67302
510629	0.948959	6	19	17	0.0798478	4.91773	4.82199	3.67852	1544	1558	2113	-7.24522	-7.19238	-0.534053	0.945705	-3.44218	-0.985134	-1.08477	3.00347
521298	0.938556	10	16	10	0.0937133	4.76181	4.98472	3.60895	4848	1140	3076	-10.555	-5.48052	-1.96584	1.90845	-3.24184	-1.25485	-0.195532	2.25556
523822	1.20559	3	8	19	0.0982388	4.85815	4.59432	3.89059	3678	1232	2644	-4.68717	-9.04217	-0.305966	-0.322619	-1.72519	0.224197	-0.204768	1.47379
527751	1.16259	2	8	4	0.0916867	4.66922	4.37836	3.59273	4660	1314	3548	-2.19705	-5.41072	-1.74426	0.619916	-4.47976	-0.15022	0.942279	2.63763
528533	1.27251	9	12	18	0.0992814	4.9266	4.42797	3.6733	3985	1151	2859	-5.82021	-6.43237	-0.537265	0.0705359	-2.61997	1.11851	1.2045	1.95056
533222	1.13728	3	9	2	0.0922699	4.73556	4.64128	3.68869	4627	1220	2790	-11.0696	-5.58918	-0.985264	1.83496	-3.00665	-1.18729	0.951736	1.60715
533394	1.11016	7	16	13	0.0697905	4.96759	4.56399	3.52763	3565	1142	2893	-6.59482	-4.57854	-1.17582	1.99593	-3.45292	-0.430886	-1.13896	2.4908
534966	0.98303	14	15	20	0.0953222	4.52689	4.94226	3.56902	4382	754	2939	-5.96932	-6.60439	-2.81161	-0.0264372	-2.17969	0.0357932	-0.0461032	2.25281
535131	1.31846	8	5	13	0.0774415	4.6123	4.54833	3.70467	1779	1281	1613	-10.313	-8.55929	1.41956	0.650645	-2.42631	-0.539737	0.636716	1.49647
535542	1.14208	7	6	19	0.0927719	4.76987	4.8273	3.46479	4110	888	3139	-2.94882	-5.18354	-1.17699	0.851825	-2.62829	0.303576	-0.835258	1.74327
536360	0.824972	16	15	16	0.0969612	4.68815	4.502	3.67154	4833	1303	2949	-11.214	-5.54386	-1.05421	1.36548	-3.17055	-1.63702	0.267373	1.91122
537517	0.984225	2	19	12	0.0943743	4.85431	4.71796	3.6192	4599	1097	2673	-8.17495	-8.70445	-1.75017	-0.322795	-3.35018	-0.0479331	0.255004	3.00218
537578	0.727728	6	7	15	0.0943817	4.76638	4.33596	3.70243	4176	1500	2761	-9.2015	-6.4028	0.512255	0.306238	-3.1149	-0.802628	0.142724	1.26191
541489	1.3827	6	15	2	0.0889146	4.82911	4.98047	3.57008	4984	1142	2701	-11.7026	-5.88497	-1.11305	2.75598	-3.57543	-1.34099	0.6753	2.3947
546764	0.714474	5	19	15	0.0932021	4.72639	4.86144	3.45469	4864	907	2300	-10.1797	-6.81739	-0.904999	1.95986	-3.76448	-0.851276	-0.528223	1.62859
551565	1.1839	12	6	19	0.0900629	4.67918	4.32071	3.54741	4202	1280	2775	-10.6121	-3.92125	-1.0133	1.12844	-3.45566	-1.03166	0.324245	1.28552
553757	1.11134	19	18	18	0.0985907	4.82538	4.4778	3.54518	2179	1365	1956	-10.4432	-4.94355	-0.468514	1.86545	-4.63024	-0.12993	-0.398041	1.62191
557333	1.13518	6	17	14	0.0866481	4.72623	4.67423	3.55182	4014	968	3551	-6.10127	-4.9941	-3.39675	-0.0465536	-3.54156	0.219638	-0.091989	2.11077
557862	1.2335	10	14	19	0.0851229	4.69308	4.48883	3.84819	1702	1589	2654	-8.38767	-3.30869	-2.21614	0.162091	-2.26674	-1.32313	0.247388	2.12753
562882	0.956733	4	18	19	0.0734273	4.92948	4.8672	3.59923	3995	995	2287	-11.2561	-7.43774	-1.2223	1.08274	-2.52183	-1.17659	-0.560593	1.60861
564188	1.24378	15	15	15	0.0910024	4.81641	4.07298	3.59373	3697	1003	2131	-11.7079	-4.80488	-0.49614	0.00152473	-2.65902	0.114478	0.151184	1.70301
564714	1.07919	6	4	20	0.0857137	4.59245	4.22298	3.4138	2778	991	1772	-7.96493	-5.11773	0.0261666	0.415997	-4.02147	0.169045	-0.556594	1.10381
564882	1.12937	10	5	15	0.0683542	4.96704	4.70517	3.40209	4601	866	2447	-9.3195	-4.59755	-0.593765	1.75674	-3.02554	-0.571126	-1.16525	2.05795
566137	0.988544	5	17	18	0.0956042	4.91166	4.83474	3.54456	3927	1051	2636	-6.64134	-6.86259	-1.74136	0.686421	-3.88551	-0.793608	-1.55393	2.61275
569773	1.19156	6	14	10	0.0705277	4.4665	4.82099	3.81796	2808	980	2285	-5.50108	-7.14523	-1.239	0.51009	-1.62846	0.55351	0.0968166	1.49653
571750	1.39652	10	19	11	0.0823628	4.9232	4.95617	3.69513	3146	1366	2920	-10.6071	-4.36806	-2.20097	1.89043	-2.99315	-1.57546	-0.595702	2.29328
572530	0.751269	6	14	4	0.0860631	4.99774	4.23343	3.57921	4976	1224	3056	-9.03323	-4.52914	-1.43317	1.07154	-4.01943	-0.564992	0.537395	1.52507
574219	0.822177	7	4	20	0.0676214	4.99916	4.31733	3.65254	4609	1581	2694	-7.07327	-6.57813	1.80936	0.501999	-2.99341	-0.701253	-0.0544228	1.6519
577632	1.07131	6	3	6	0.0726127	4.93336	4.56215	3.66614	4322	1510	2603	-8.92334	-5.69869	1.48043	1.63212	-2.87504	-0.856848	0.520587	2.35435
579662	1.12259	5	14	8	0.0998671	4.51926	4.80238	3.71767	2723	1363	2852	-8.08832	-5.06121	-2.6909	0.747051	-3.135	-0.963675	0.725688	1.24289
579892	1.03235	10	11	17	0.0980255	4.79486	4.56618	3.51202	3006	1567	2341	-8.41002	-5.53711	0.0228801	1.83021	-5.18275	-0.251892	1.03272	1.99866
586010	0.562018	5	20	11	0.0915433	4.56001	4.24876	3.62788	4435	1179	3034	-5.83294	-6.94831	-1.43293	-0.0717804	-3.93499	0.195109	0.842486	1.57141
586544	0.588304	4	3	10	0.0632229	4.70185	4.75394	3.5463	4725	1269	3364	-5.75544	-4.27444	-0.84598	1.04742	-3.48683	-1.16384	-0.0761889	1.47856
587488	1.27271	6	19	19	0.0720078	4.54397	4.12231	3.61331	3725	1096	2551	-3.15525	-6.72503	-0.0420941	-0.809631	-2.83452	0.334171	-1.29158	1.91856
588853	0.875403	2	17	20	0.0689147	4.6129	4.8683	3.60347	2525	1229	2646	-4.52987	-5.9221	-2.03151	0.712147	-3.57651	-0.828158	-1.39933	2.12314
589198	1.37716	13	20	16	0.0881084	4.89961	4.41003	3.49845	4860	1411	3510	-6.01103	-3.99838	-1.32287	1.89104	-5.11197	-0.190953	0.556934	2.77996
590185	1.22934	5	11	14	0.0794702	4.61929	4.24618	3.88184	4908	1589	3250	-6.6093	-7.30813	0.168244	-0.77662	-2.23634	-2.43254	0.236969	1.21564
592526	0.945003	7	7	15	0.0966352	4.40348	4.07748	3.69749	3959	1472	2538	-6.13984	-5.29304	0.757168	-0.435433	-2.8068	-1.62478	0.263371	1.27346
592942	1.37601	7	4	14	0.080993	4.88643	4.72936	3.24871	4449	705	2012	-9.79935	-5.75746	-1.307	1.05725	-4.66586	1.19781	-0.574485	2.05981
595476	0.90706	17	18	15	0.0976484	4.95747	4.27605	3.60991	4879	1594	3181	-8.13412	-4.83523	0.630731	0.893849	-4.47916	-0.216038	0.131138	2.68827
595551	0.894296	12	20	14	0.0900252	4.76601	4.46733	3.7417	4346	1347	3116	-11.0477	-5.84497	-2.06121	0.751163	-3.14097	-1.73473	0.488817	1.90234
595996	1.22181	8	13	9	0.0873885	4.90658	4.34676	3.77793	2704	1440	2756	-8.7595	-4.24051	-0.545103	1.31334	-2.07483	-0.183233	0.300558	2.55086
597286	1.10039	6	2	7	0.0893686	4.58743	4.80081	3.67596	2709	1400	2368	-8.11532	-4.81668	-0.0240588	1.84672	-2.31378	-0.703569	1.05674	2.09068
597386	0.82195	6	8	15	0.074281	4.4881	4.72057	3.77605	3303	1036	2427	-6.01117	-7.8884	-1.73536	-0.296329	-1.83313	-0.297768	-0.0206644	1.61099
597869	0.905974	12	19	20	0.0958803	4.77624	4.21291	3.67127	2614	1153	1701	-8.70258	-7.29394	1.2976	0.605614	-2.52895	-0.505159	-0.63199	2.24216
600906	1.13507	12	13	17	0.0858289	4.99351	4.87996	3.48671	3669	1184	2690	-8.22839	-5.19387	-0.855948	1.77962	-4.24401	0.95551	0.44266	2.2875
601669	0.941774	4	20	16	0.0926181	4.86613	4.37061	3.76849	3974	1215	2393	-7.99796	-8.97262	0.368958	-0.380477	-2.61098	0.330619	0.17995	1.48284
602312	1.12165	6	9	16	0.0775401	4.74943	4.39245	3.59218	3534	973	2661	-8.40407	-4.81259	-1.85595	0.301178	-2.80205	-0.0853649	0.396658	1.17296
603546	0.618329	15	17	17	0.0943411	4.61955	4.8426	3.48259	3746	1092	2295	-8.82064	-5.15512	-0.691697	2.05168	-4.12108	-0.575637	0.0212545	1.84754
604460	1.12478	9	11	20	0.0757853	4.67023	4.32644	3.44264	3513	1427	2355	-7.7789	-3.80074	0.182248	1.93671	-5.27499	-0.682244	0.236026	2.03023
608241	1.31312	4	16	5	0.0914935	4.50243	4.33498	3.96844	5000	1500	3438	-2.89476	-9.44686	-0.401225	-0.111933	-1.91424	-1.24103	0.108965	2.87039
608404	1.34379	12	18	12	0.0716667	4.89308	4.07405	3.57875	4425	974	2651	-6.52888	-5.35139	0.58239	0.104522	-2.63493	1.30031	-0.0464811	2.0471
609122	1.37365	9	13	4	0.0797542	4.60936	4.23343	3.6844	1614	1480	1953	-10.3083	-4.42106	0.436746	1.50615	-3.06087	-1.51892	0.181634	1.19762
610698	0.890127	4	17	5	0.0894192	4.37883	4.89163	3.79761	2572	1318	2024	-5.66519	-9.87483	0.136214	1.25341	-2.44983	-0.00143669	-0.12691	1.59692
611351	0.898666	5	6	15	0.0887175	4.93854	4.85351	3.61847	4204	1199	2510	-9.90579	-8.15006	-0.469714	0.758707	-3.20082	-0.20588	0.490747	1.15147
614745	1.1892	14	19	15	0.0913059	4.66929	4.03137	3.69749	3713	1123	2188	-10.6942	-5.8959	-0.186907	-0.151133	-2.24389	-0.444047	0.487425	1.31142
615915	1.01871	11	18	19	0.0916232	4.87944	4.77873	3.58115	4837	1019	2272	-8.89763	-8.2275	-0.327135	1.12205	-3.01403	-1.15087	-1.46755	2.458
617565	0.934139	6	6	14	0.0786768	4.79013	4.87395	3.8957	3655	1339	3065	-8.89004	-6.97229	-1.15662	0.518791	-1.57425	-0.624371	0.647515	2.25463
619237	0.943845	7	2	14	0.0997957	4.88607	4.54263	3.59791	3542	1332	1964	-8.29438	-8.21979	0.805494	0.630408	-4.19086	0.349009	0.628908	2.65548
622920	0.929261	4	8	3	0.0713456	4.74192	4.23027	3.64018	4677	986	2589	-5.25865	-6.28436	0.0712268	0.604209	-2.54951	0.72331	-0.0958731	2.47023
624383	1.37021	9	8	14	0.0983305	4.76066	3.99414	3.70986	3849	1313	2307	-12.2658	-4.90306	-0.470191	-0.865088	-2.79071	-1.30213	0.600967	1.61495
626180	0.744289	4	2	19	0.0985664	4.81918	4.45821	3.47524	4850	1425	2510	-10.3483	-5.56863	-0.654936	0.239012	-5.08646	-1.58075	-0.239783	2.12855
626386	0.737194	15	17	17	0.0974715	4.5654	4.77901	3.49248	3608	1172	2629	-4.82305	-6.41673	-1.28273	1.02189	-4.41925	0.50956	-0.0646573	2.57959
627794	1.31365	12	11	14	0.0947916	4.728	4.38185	3.49859	4855	1210	3283	-10.0152	-3.09014	-1.46901	1.57901	-3.82842	-0.779948	0.822408	1.73749
636525	1.01852	6	14	20	0.0797591	4.52173	4.61146	3.46105	3815	1330	3190	-3.63113	-4.92089	-1.59015	0.53103	-5.09153	0.222814	0.770306	2.08581
640140	1.08613	8	15	7	0.0815826	4.96038	4.87591	3.57784	4481	1320	3154	-8.55517	-4.27845	-0.661265	2.91407	-3.99536	-0.939524	-0.275987	1.93103
640187	0.951897	2	19	11	0.0789929	4.73119	4.44674	3.84887	1560	1466	2120	-5.19554	-7.26955	-0.29119	0.451464	-2.41692	-0.947573	-1.50065	2.23246
646743	1.14943	2	2	13	0.070982	4.802	4.51163	3.59417	2410	1575	2799	-6.79846	-3.75893	-1.73219	0.0693813	-3.53486	-1.36611	-0.105066	2.99064
647876	1.30982	2	16	17	0.0770707	4.90267	4.32069	3.80767	4051	1426	2837	-8.66734	-7.64302	-0.265998	0.223118	-2.13272	-2.06924	-1.43671	1.7388
648871	0.710659	2	15	11	0.0967827	4.72483	4.8619	3.71559	1585	1451	2021	-10.3059	-6.78212	-1.05013	1.40335	-3.16318	-0.932838	-0.040814	1.37977
651515	1.18854	4	19	19	0.0598517	4.76379	4.73721	3.74068	2526	1397	3271	-5.27696	-3.89066	-3.28816	-0.0324801	-2.95307	-1.14005	0.0972813	1.94676
653055	0.921564	13	13	18	0.0871505	4.74497	4.97521	3.72542	3552	1496	2771	-5.94447	-7.4606	1.03949	1.58718	-2.84771	0.436485	0.425127	1.90537
656288	1.17167	4	10	2	0.0630756	4.3157	4.78591	3.72082	4263	1006	2814	-1.50225	-6.9741	-0.486967	1.55743	-2.08273	-0.0319207	-0.213527	1.89313
656999	0.786859	9	17	14	0.077199	4.47031	4.90992	3.67642	4821	1161	2558	-5.05803	-9.51352	0.373282	0.976086	-2.43023	-0.467404	-0.449498	1.65441
660602	1.27709	2	8	7	0.0797381	4.59099	4.51624	3.7273	4900	1358	3106	-8.0803	-6.87528	-1.40019	0.402866	-2.8504	-2.43858	-0.114986	0.899229
660798	1.04837	6	17	4	0.0869786	4.71134	4.19623	3.5266	4000	1048	3466	-5.30943	-3.37936	-1.85183	0.770344	-3.39511	0.286437	0.363199	2.15618
661085	1.20255	7	18	18	0.0764791	4.43262	4.70175	3.72852	3781	1482	2938	-0.998019	-8.24129	-0.0370541	0.122202	-3.21697	0.064562	-0.418912	2.71356
661160	1.33832	5	7	14	0.0893298	4.82467	4.5684	3.41913	2447	1369	1919	-9.4597	-5.59178	-0.371221	2.07268	-5.69595	-0.657168	-0.935629	1.98508
666659	1.18195	3	9	15	0.0827762	4.90644	4.92561	3.28217	4560	788	1757	-10.3148	-7.34247	-0.853602	1.63916	-5.0914	0.387897	-0.2599	1.46479
669778	1.32213	8	14	10	0.0915759	4.59044	4.44584	3.87835	4411	1251	3308	-0.798714	-7.03514	-0.590786	0.464259	-1.74826	-0.335704	-0.319286	1.7369
671925	1.12028	4	9	2	0.0666676	4.9737	4.32176	3.7406	4139	1215	3435	-7.98036	-3.87973	-1.24832	0.963507	-2.4084	-0.784043	-0.058105	2.75467
673367	1.33532	5	7	16	0.0967999	4.78409	4.24756	3.30492	4207	1011	2383	-9.97354	-3.91657	-1.89987	1.39266	-5.30554	-0.551872	-0.399647	1.77874
673876	1.24309	11	15	16	0.0833301	4.53642	3.96703	3.85058	4173	1492	3416	-4.94034	-4.77708	0.652833	-1.29662	-1.98382	-0.56338	0.54632	2.00668
674814	0.650708	3	17	7	0.0910797	4.70228	4.21825	3.67025	3741	1110	2091	-6.6696	-7.93756	0.862717	0.760684	-2.90085	0.262978	-0.0652202	1.82889
677019	1.25573	9	15	9	0.062224	4.55592	4.37813	3.49776	4187	1333	3138	-3.47068	-4.20341	-0.0361202	2.2926	-4.49459	-0.527495	-0.81097	1.76261
677435	1.07914	10	15	16	0.0851852	4.54231	4.91307	3.66997	3958	1274	3257	-6.53486	-5.39592	-2.30918	0.634906	-2.83251	-1.02724	0.905939	1.1696
678109	1.3056	3	19	3	0.0812616	4.87317	4.01077	3.90173	2886	1560	3095	-9.18221	-4.44594	-2.14946	-1.60578	-2.62339	-1.58799	0.0181281	2.31472
681146	0.704022	5	14	12	0.0692871	4.81296	4.27089	3.86499	3951	1568	3529	-7.30972	-5.94868	-1.04705	-0.211962	-2.1266	-1.56575	-0.680198	2.13162
681442	0.944482	4	6	19	0.0965216	4.80821	4.1495	3.68278	4762	1246	2389	-9.27428	-6.87274	0.377413	-0.307936	-2.59492	-1.57914	-1.10912	1.92107
688767	1.12051	9	18	17	0.0890855	4.84697	4.32116	3.63769	3193	1266	2193	-7.34893	-6.82595	1.02865	1.51106	-2.56964	-0.740411	-1.27291	1.89792
689014	1.28928	2	14	3	0.0640178	4.91102	4.16134	3.73046	2202	1424	2877	-4.26289	-2.59152	-1.18586	0.886232	-3.30694	-0.0960213	-0.621274	2.28836
689219	1.02284	10	20	9	0.087307	4.62397	4.3294	3.65772	3880	927	2641	-7.56272	-5.97902	-1.08667	0.254445	-2.38137	0.675056	0.825618	1.68547
690182	1.3838	12	12	19	0.0758054	4.4727	4.83613	3.85138	3371	1355	2903	-2.20062	-7.79339	-0.582263	0.495936	-1.50661	-0.91695	-0.749541	2.56693
690456	0.801507	2	13	15	0.0728214	4.42579	4.78964	3.94616	4418	1473	3324	-4.2089	-8.94603	-1.2756	-0.169158	-2.26962	-1.92423	0.140215	1.57132
690490	1.21073	4	18	8	0.0705009	4.82342	4.42953	3.71139	4090	1479	3204	-6.47486	-6.27813	-1.5227	0.817694	-3.35137	-1.70521	0.0400973	0.692467
694073	1.37614	3	13	2	0.0853131	4.51884	4.51056	3.82724	2857	1442	2675	-5.09839	-6.26661	0.283172	1.8811	-2.38606	0.293271	0.571093	1.16893
695499	0.783484	7	20	18	0.0940276	4.48882	4.08792	3.58602	4009	1107	2594	-7.80619	-5.87694	-1.74787	-1.14021	-3.6667	-0.455113	0.625681	1.37288
697579	1.10769	13	12	14	0.0829952	4.83979	4.45425	3.50515	4200	938	3157	-7.39665	-3.66807	-1.91743	1.22786	-3.12145	0.208219	0.011542	2.43822
699344	1.16683	8	15	14	0.0948374	4.84268	4.45344	3.60885	3294	1434	2918	-9.84941	-4.99427	-2.72925	0.594063	-4.13449	-1.56309	0.267504	2.71024
699949	1.10029	17	7	14	0.0839045	4.73603	4.8682	3.66276	4852	1594	2646	-10.1876	-6.92575	1.39078	1.96232	-3.43988	-1.39716	0.269771	2.41241
